-650, -687, 0
-650, -687, 0
-628, -687, 0
-605, -687, 0
-582, -687, 0
-559, -687, 0
-536, -687, 0
-513, -687, 0
-490, -687, 0
-467, -687, 0
-444, -687, 0
-422, -687, 0
-399, -687, 0
-376, -687, 0
-353, -687, 0
-330, -687, 0
-307, -687, 0
-284, -687, 0
-261, -687, 0
-238, -687, 0
-215, -687, 1
-193, -687, 1
-170, -687, 1
-147, -687, 1
-124, -687, 1
-101, -687, 1
-78, -687, 1
-55, -687, 1
-32, -687, 1
-9, -687, 1
14, -687, 1
36, -687, 1
50, -687, 1
650, -715, 1
-627, -715, 1
-603, -715, 1
-579, -715, 1
-555, -715, 1
-531, -715, 1
-507, -715, 1
-484, -715, 0
-460, -715, 0
-436, -715, 0
-412, -715, 0
-388, -715, 0
-364, -715, 0
-341, -715, 0
-317, -715, 0
-293, -715, 0
-269, -715, 0
-245, -715, 0
-221, -715, 0
-198, -715, 0
-174, -715, 0
-150, -715, 0
-126, -715, 1
-102, -715, 1
-78, -715, 1
-55, -715, 1
-31, -715, 1
-7, -715, 1
17, -715, 1
41, -715, 1
50, -715, 1
650, -564, 1
-632, -564, 1
-613, -564, 1
-594, -564, 1
-575, -564, 1
-557, -564, 1
-538, -564, 1
-519, -564, 1
-500, -564, 0
-481, -564, 0
-463, -564, 0
-444, -564, 0
-425, -564, 0
-406, -564, 0
-387, -564, 0
-369, -564, 0
-350, -564, 0
-331, -564, 0
-312, -564, 0
-293, -564, 0
-275, -564, 0
-256, -564, 0
-237, -564, 0
-218, -564, 0
-199, -564, 0
-181, -564, 0
-162, -564, 0
-143, -564, 0
-124, -564, 0
-105, -564, 1
-87, -564, 1
-68, -564, 1
-49, -564, 1
-30, -564, 1
-11, -564, 1
7, -564, 1
26, -564, 1
45, -564, 1
50, -564, 1
650, -444, 1
-636, -444, 1
-621, -444, 1
-606, -444, 1
-591, -444, 1
-577, -444, 1
-562, -444, 1
-547, -444, 1
-532, -444, 0
-517, -444, 0
-503, -444, 0
-488, -444, 0
-473, -444, 0
-458, -444, 0
-443, -444, 0
-429, -444, 0
-414, -444, 0
-399, -444, 0
-384, -444, 0
-369, -444, 0
-355, -444, 0
-340, -444, 0
-325, -444, 0
-310, -444, 0
-295, -444, 0
-281, -444, 0
-266, -444, 0
-251, -444, 0
-236, -444, 0
-221, -444, 0
-207, -444, 0
-192, -444, 0
-177, -444, 0
-162, -444, 0
-147, -444, 0
-133, -444, 1
-118, -444, 1
-103, -444, 1
-88, -444, 1
-73, -444, 1
-59, -444, 1
-44, -444, 1
-29, -444, 1
-14, -444, 1
1, -444, 1
15, -444, 1
30, -444, 1
45, -444, 1
50, -444, 1
650, -485, 1
-634, -485, 1
-618, -485, 1
-602, -485, 1
-586, -485, 1
-570, -485, 1
-554, -485, 1
-537, -485, 0
-521, -485, 0
-505, -485, 0
-489, -485, 0
-473, -485, 0
-457, -485, 0
-440, -485, 0
-424, -485, 0
-408, -485, 0
-392, -485, 0
-376, -485, 0
-360, -485, 0
-343, -485, 0
-327, -485, 0
-311, -485, 0
-295, -485, 0
-279, -485, 0
-263, -485, 0
-246, -485, 0
-230, -485, 0
-214, -485, 0
-198, -485, 0
-182, -485, 0
-166, -485, 1
-149, -485, 1
-133, -485, 1
-117, -485, 1
-101, -485, 1
-85, -485, 1
-69, -485, 1
-52, -485, 1
-36, -485, 1
-20, -485, 1
-4, -485, 1
12, -485, 1
28, -485, 1
45, -485, 1
50, -485, 1
650, -692, 1
-627, -692, 1
-604, -692, 1
-581, -692, 1
-558, -692, 1
-535, -692, 1
-512, -692, 0
-489, -692, 0
-466, -692, 0
-443, -692, 0
-420, -692, 0
-397, -692, 0
-374, -692, 0
-351, -692, 0
-328, -692, 0
-304, -692, 0
-281, -692, 0
-258, -692, 0
-235, -692, 0
-212, -692, 0
-189, -692, 0
-166, -692, 1
-143, -692, 1
-120, -692, 1
-97, -692, 1
-74, -692, 1
-51, -692, 1
-28, -692, 1
-5, -692, 1
18, -692, 1
42, -692, 1
50, -692, 1
650, -352, 1
-639, -352, 1
-627, -352, 1
-615, -352, 1
-604, -352, 1
-592, -352, 1
-580, -352, 1
-568, -352, 1
-557, -352, 0
-545, -352, 0
-533, -352, 0
-521, -352, 0
-510, -352, 0
-498, -352, 0
-486, -352, 0
-474, -352, 0
-463, -352, 0
-451, -352, 0
-439, -352, 0
-428, -352, 0
-416, -352, 0
-404, -352, 0
-392, -352, 0
-381, -352, 0
-369, -352, 0
-357, -352, 0
-345, -352, 0
-334, -352, 0
-322, -352, 0
-310, -352, 0
-298, -352, 0
-287, -352, 0
-275, -352, 0
-263, -352, 0
-252, -352, 0
-240, -352, 0
-228, -352, 0
-216, -352, 0
-205, -352, 0
-193, -352, 0
-181, -352, 0
-169, -352, 0
-158, -352, 0
-146, -352, 0
-134, -352, 0
-122, -352, 0
-111, -352, 1
-99, -352, 1
-87, -352, 1
-76, -352, 1
-64, -352, 1
-52, -352, 1
-40, -352, 1
-29, -352, 1
-17, -352, 1
-5, -352, 1
7, -352, 1
18, -352, 1
30, -352, 1
42, -352, 1
50, -352, 1
650, -431, 1
-636, -431, 1
-622, -431, 1
-607, -431, 1
-593, -431, 1
-579, -431, 1
-564, -431, 0
-550, -431, 0
-536, -431, 0
-521, -431, 0
-507, -431, 0
-492, -431, 0
-478, -431, 0
-464, -431, 0
-449, -431, 0
-435, -431, 0
-421, -431, 0
-406, -431, 0
-392, -431, 0
-378, -431, 0
-363, -431, 0
-349, -431, 0
-334, -431, 0
-320, -431, 0
-306, -431, 0
-291, -431, 0
-277, -431, 0
-263, -431, 0
-248, -431, 0
-234, -431, 0
-219, -431, 0
-205, -431, 0
